episode,phase,total_steps,outcome,length,discounted_return
2437,rl,116051,too_close,40,0.3408
2438,rl,116065,success,14,0.71
2439,rl,116106,success,41,0.3487
2440,rl,116120,too_close,14,0.71
2441,rl,116159,too_close,39,0.3653
2442,rl,116168,success,9,0.81
2443,rl,116204,too_close,36,0.3663
2444,rl,116208,success,4,0.924
2445,rl,116219,success,11,0.7684
2446,rl,116234,collision,15,-0.1851
2447,rl,116262,success,28,0.4911
2448,rl,116306,collision,44,-0.0805
2449,rl,116336,success,30,0.4659
2450,rl,116343,success,7,0.8538
2451,rl,116353,success,10,0.7889
2452,rl,116390,too_close,37,0.3692
2453,rl,116445,too_close,55,0.2363
2454,rl,116473,success,28,0.4831
2455,rl,116520,too_close,47,0.2975
2456,rl,116542,success,22,0.5751
2457,rl,116565,too_close,23,0.5593
2458,rl,116578,success,13,0.729
2459,rl,116590,success,12,0.7485
2460,rl,116603,success,13,0.729
2461,rl,116647,too_close,44,0.209
2462,rl,116687,too_close,40,0.3576
2463,rl,116703,success,16,0.6736
2464,rl,116738,success,35,0.4084
2465,rl,116742,success,4,0.924
2466,rl,116755,success,13,0.729
2467,rl,116773,too_close,18,0.6163
2468,rl,116794,success,21,0.5905
2469,rl,116817,success,23,0.5602
2470,rl,116835,collision,18,-0.1598
2471,rl,116871,too_close,36,0.3819
2472,rl,116908,success,37,0.3874
2473,rl,116966,too_close,58,0.2215
2474,rl,116989,too_close,23,0.5602
2475,rl,117008,success,19,0.6224
2476,rl,117027,success,19,0.6224
2477,rl,117092,too_close,65,0.1834
2478,rl,117134,too_close,42,0.3052
2479,rl,117155,collision,21,-0.1476
2480,rl,117166,collision,11,-0.2015
2481,rl,117176,collision,10,-0.2157
2482,rl,117211,success,35,0.4084
2483,rl,117212,collision,1,-0.25
2484,rl,117222,success,10,0.7889
2485,rl,117237,too_close,15,0.6916
2486,rl,117294,collision,57,-0.0646
2487,rl,117334,too_close,40,0.3505
2488,rl,117343,success,9,0.81
2489,rl,117352,too_close,9,0.7819
2490,rl,117398,success,46,0.3057
2491,rl,117424,too_close,26,0.5146
2492,rl,117439,success,15,0.6916
2493,rl,117487,too_close,48,0.29
2494,rl,117501,success,14,0.71
2495,rl,117519,success,18,0.639
2496,rl,117546,success,27,0.5042
2497,rl,117568,success,22,0.5751
2498,rl,117581,success,13,0.729
2499,rl,117627,too_close,46,0.295
2500,rl,117660,too_close,33,0.4305
2501,rl,117691,success,31,0.4538
2502,rl,117707,success,16,0.6736
2503,rl,117735,collision,28,-0.1425
2504,rl,117749,too_close,14,0.6751
2505,rl,117778,too_close,29,0.4507
2506,rl,117790,success,12,0.7485
2507,rl,117802,success,12,0.7485
2508,rl,117827,too_close,25,0.5314
2509,rl,117833,success,6,0.8766
2510,rl,117853,too_close,20,0.5604
2511,rl,117872,success,19,0.6224
2512,rl,117911,too_close,39,0.3406
2513,rl,117963,too_close,52,0.2543
2514,rl,117979,success,16,0.6736
2515,rl,118015,collision,36,-0.1076
2516,rl,118048,too_close,33,0.3843
2517,rl,118058,success,10,0.7889
2518,rl,118090,too_close,32,0.4272
2519,rl,118103,success,13,0.729
2520,rl,118126,too_close,23,0.5602
2521,rl,118158,too_close,32,0.4361
2522,rl,118194,too_close,36,0.3886
2523,rl,118212,too_close,18,0.6319
2524,rl,118228,success,16,0.6736
2525,rl,118247,success,19,0.6224
2526,rl,118337,too_close,90,0.073
2527,rl,118359,too_close,22,0.5729
2528,rl,118372,collision,13,-0.1823
2529,rl,118399,too_close,27,0.5026
2530,rl,118421,success,22,0.5751
2531,rl,118453,too_close,32,0.442
2532,rl,118494,too_close,41,0.331
2533,rl,118512,too_close,18,0.6254
2534,rl,118539,too_close,27,0.4894
2535,rl,118586,too_close,47,0.266
2536,rl,118598,too_close,12,0.7485
2537,rl,118612,success,14,0.71
2538,rl,118632,success,20,0.6063
2539,rl,118640,collision,8,-0.2079
2540,rl,118654,too_close,14,0.71
2541,rl,118672,too_close,18,0.639
2542,rl,118679,collision,7,-0.2135
2543,rl,118713,too_close,34,0.4158
2544,rl,118735,success,22,0.5751
2545,rl,118758,too_close,23,0.5395
2546,rl,118761,collision,3,-0.2372
2547,rl,118779,too_close,18,0.639
2548,rl,118785,success,6,0.8766
2549,rl,118842,too_close,57,0.2288
2550,rl,118851,success,9,0.81
2551,rl,118885,too_close,34,0.3899
2552,rl,118906,too_close,21,0.5898
2553,rl,118927,too_close,21,0.585
2554,rl,118928,collision,1,-0.25
2555,rl,118960,too_close,32,0.379
2556,rl,118961,collision,1,-0.25
2557,rl,119005,success,44,0.3222
2558,rl,119011,success,6,0.8766
2559,rl,119015,collision,4,-0.231
2560,rl,119029,collision,14,-0.1775
2561,rl,119044,too_close,15,0.681
2562,rl,119066,collision,22,-0.1819
2563,rl,119086,success,20,0.6063
2564,rl,119100,success,14,0.71
2565,rl,119147,success,47,0.2977
2566,rl,119182,too_close,35,0.3847
2567,rl,119198,success,16,0.6736
2568,rl,119212,too_close,14,0.6635
2569,rl,119218,success,6,0.8766
2570,rl,119250,too_close,32,0.4136
2571,rl,119320,too_close,70,0.1057
2572,rl,119347,too_close,27,0.5042
2573,rl,119404,too_close,57,0.2288
2574,rl,119410,success,6,0.8766
2575,rl,119469,success,59,0.217
2576,rl,119502,too_close,33,0.4027
2577,rl,119511,collision,9,-0.2624
2578,rl,119525,collision,14,-0.1792
2579,rl,119552,too_close,27,0.5042
2580,rl,119573,success,21,0.5905
2581,rl,119591,too_close,18,0.6242
2582,rl,119599,success,8,0.8316
2583,rl,119626,too_close,27,0.5042
2584,rl,119651,success,25,0.5314
2585,rl,119659,too_close,8,0.8191
2586,rl,119665,success,6,0.8766
2587,rl,119688,too_close,23,0.5195
2588,rl,119714,too_close,26,0.5176
2589,rl,119726,success,12,0.7485
2590,rl,119741,success,15,0.6916
2591,rl,119764,collision,23,-0.1759
2592,rl,119770,success,6,0.8766
2593,rl,119785,too_close,15,0.6872
2594,rl,119796,success,11,0.7684
2595,rl,119878,too_close,82,0.102
2596,rl,119891,success,13,0.729
2597,rl,119912,success,21,0.5905
2598,rl,119922,success,10,0.7889
2599,rl,119926,success,4,0.924
2600,rl,119957,too_close,31,0.4442
2601,rl,119982,collision,25,-0.192
2602,rl,120007,success,25,0.5314
2603,rl,120026,too_close,19,0.6224
2604,rl,120059,too_close,33,0.4153
2605,rl,120137,collision,78,-0.0329
2606,rl,120146,collision,9,-0.2124
2607,rl,120150,success,4,0.924
2608,rl,120202,too_close,52,0.2577
2609,rl,120208,success,6,0.8766
2610,rl,120213,success,5,0.9
2611,rl,120227,success,14,0.71
2612,rl,120237,success,10,0.7889
2613,rl,120273,too_close,36,0.3386
2614,rl,120302,too_close,29,0.4783
2615,rl,120339,too_close,37,0.3396
2616,rl,120349,success,10,0.7889
2617,rl,120421,too_close,72,0.1464
2618,rl,120488,too_close,67,0.1707
2619,rl,120500,collision,12,-0.1871
2620,rl,120516,success,16,0.6736
2621,rl,120524,too_close,8,0.8316
2622,rl,120573,too_close,49,0.2809
2623,rl,120607,success,34,0.4193
2624,rl,120612,success,5,0.9
2625,rl,120635,success,23,0.5602
2626,rl,120657,success,22,0.5751
2627,rl,120726,collision,69,-0.0771
2628,rl,120757,success,31,0.4538
2629,rl,120776,success,19,0.6224
2630,rl,120811,success,35,0.4084
2631,rl,120840,too_close,29,0.4779
2632,rl,120861,success,21,0.5905
2633,rl,120891,too_close,30,-0.1257
2634,rl,120922,success,31,0.4538
2635,rl,120947,success,25,0.5314
2636,rl,120950,collision,3,-0.2372
2637,rl,120968,success,18,0.639
2638,rl,121001,success,33,0.4305
2639,rl,121005,success,4,0.924
2640,rl,121062,too_close,57,0.2256
2641,rl,121090,success,28,0.4911
2642,rl,121111,success,21,0.5905
2643,rl,121135,too_close,24,0.5453
2644,rl,121184,too_close,49,0.2789
2645,rl,121244,success,60,0.2114
2646,rl,121252,success,8,0.8316
2647,rl,121283,too_close,31,0.4538
2648,rl,121296,success,13,0.729
2649,rl,121306,success,10,0.7889
2650,rl,121351,too_close,45,0.3097
2651,rl,121364,success,13,0.729
2652,rl,121369,success,5,0.9
2653,rl,121405,success,36,0.3978
2654,rl,121413,success,8,0.8316
2655,rl,121472,too_close,59,0.2025
2656,rl,121492,too_close,20,0.598
2657,rl,121503,too_close,11,0.7684
2658,rl,121533,success,30,0.4659
2659,rl,121561,collision,28,-0.1228
2660,rl,121573,collision,12,-0.1871
2661,rl,121590,success,17,0.6561
2662,rl,121602,collision,12,-0.1871
2663,rl,121629,too_close,27,0.5038
2664,rl,121663,too_close,34,0.4035
2665,rl,121697,too_close,34,0.4193
2666,rl,121699,success,2,0.974
2667,rl,121713,success,14,0.71
2668,rl,121760,too_close,47,0.2977
2669,rl,121767,success,7,0.8538
2670,rl,121844,too_close,77,0.1346
2671,rl,121866,success,22,0.5751
2672,rl,121937,too_close,71,0.153
2673,rl,121975,collision,38,-0.1565
2674,rl,121992,success,17,0.6561
2675,rl,122019,too_close,27,0.3974
2676,rl,122072,too_close,53,0.2537
2677,rl,122117,too_close,45,0.2897
2678,rl,122118,collision,1,-0.25
2679,rl,122127,too_close,9,0.81
2680,rl,122162,too_close,35,0.3928
2681,rl,122182,too_close,20,0.6063
2682,rl,122217,success,35,0.4084
2683,rl,122238,success,21,0.5905
2684,rl,122249,success,11,0.7684
2685,rl,122264,too_close,15,0.6806
2686,rl,122292,success,28,0.4911
2687,rl,122319,success,27,0.5042
2688,rl,122349,success,30,0.4659
2689,rl,122371,too_close,22,0.5751
2690,rl,122388,success,17,0.6561
2691,rl,122404,success,16,0.6736
2692,rl,122420,success,16,0.6736
2693,rl,122434,success,14,0.71
2694,rl,122465,success,31,0.4538
2695,rl,122495,too_close,30,0.4364
2696,rl,122517,too_close,22,0.5082
2697,rl,122520,success,3,0.9487
2698,rl,122533,success,13,0.729
2699,rl,122553,success,20,0.6063
2700,rl,122585,too_close,32,0.4362
2701,rl,122591,success,6,0.8766
2702,rl,122624,too_close,33,0.3695
2703,rl,122652,too_close,28,0.4911
2704,rl,122692,collision,40,-0.1647
2705,rl,122717,success,25,0.5314
2706,rl,122739,collision,22,-0.1581
2707,rl,122814,too_close,75,0.1378
2708,rl,122822,success,8,0.8316
2709,rl,122898,too_close,76,0.1308
2710,rl,122943,too_close,45,0.3078
2711,rl,122947,collision,4,-0.2344
2712,rl,122989,success,42,0.3396
2713,rl,123019,success,30,0.4659
2714,rl,123056,too_close,37,0.296
2715,rl,123075,success,19,0.6224
2716,rl,123153,too_close,78,-0.0329
2717,rl,123170,success,17,0.6561
2718,rl,123180,too_close,10,0.7889
2719,rl,123216,too_close,36,0.3925
2720,rl,123236,collision,20,-0.1516
2721,rl,123253,too_close,17,0.6201
2722,rl,123291,too_close,38,-0.1401
2723,rl,123303,collision,12,-0.2409
2724,rl,123320,collision,17,-0.1784
2725,rl,123354,too_close,34,0.3837
2726,rl,123376,too_close,22,0.5386
2727,rl,123395,success,19,0.6224
2728,rl,123423,collision,28,-0.1228
2729,rl,123439,success,16,0.6736
2730,rl,123456,too_close,17,0.6561
2731,rl,123465,success,9,0.81
2732,rl,123521,too_close,56,0.2321
2733,rl,123545,too_close,24,0.5163
2734,rl,123554,collision,9,-0.2214
2735,rl,123607,too_close,53,0.2469
2736,rl,123638,too_close,31,0.4076
2737,rl,123650,success,12,0.7485
2738,rl,123656,success,6,0.8766
2739,rl,123667,success,11,0.7684
2740,rl,123689,success,22,0.5751
2741,rl,123712,success,23,0.5602
2742,rl,123745,too_close,33,0.4305
2743,rl,123761,collision,16,-0.1684
2744,rl,123773,success,12,0.7485
2745,rl,123823,too_close,50,0.2289
2746,rl,123862,too_close,39,0.3675
2747,rl,123874,success,12,0.7485
2748,rl,123954,too_close,80,0.1218
2749,rl,123977,success,23,0.5602
2750,rl,124006,too_close,29,0.4783
2751,rl,124060,too_close,54,0.2087
2752,rl,124114,too_close,54,0.2182
2753,rl,124145,too_close,31,0.4538
2754,rl,124173,success,28,0.4911
2755,rl,124186,success,13,0.729
2756,rl,124221,success,35,0.4084
2757,rl,124296,too_close,75,0.1409
2758,rl,124303,success,7,0.8538
2759,rl,124341,collision,38,-0.121
2760,rl,124381,success,40,0.358
2761,rl,124394,success,13,0.729
2762,rl,124427,too_close,33,0.365
2763,rl,124456,success,29,0.4783
2764,rl,124462,collision,6,-0.2211
2765,rl,124477,too_close,15,0.6861
2766,rl,124484,success,7,0.8538
2767,rl,124506,success,22,0.5751
2768,rl,124529,too_close,23,0.5193
2769,rl,124542,success,13,0.729
2770,rl,124549,collision,7,-0.2294
2771,rl,124571,collision,22,-0.1443
2772,rl,124577,success,6,0.8766
2773,rl,124598,success,21,0.5905
2774,rl,124634,success,36,0.3978
2775,rl,124664,too_close,30,0.4207
2776,rl,124674,collision,10,-0.1972
2777,rl,124682,collision,8,-0.2079
2778,rl,124706,too_close,24,0.5453
2779,rl,124772,too_close,66,0.1755
2780,rl,124775,success,3,0.9487
2781,rl,124791,too_close,16,0.6704
2782,rl,124810,success,19,0.6224
2783,rl,124878,too_close,68,0.1666
2784,rl,124909,success,31,0.4538
2785,rl,124916,collision,7,-0.2135
2786,rl,124928,success,12,0.7485
2787,rl,124940,success,12,0.7485
2788,rl,124944,success,4,0.924
2789,rl,124953,success,9,0.81
2790,rl,124971,success,18,0.639
2791,rl,125021,collision,50,-0.0823
2792,rl,125040,too_close,19,0.5892
2793,rl,125073,too_close,33,0.4305
2794,rl,125085,collision,12,-0.1871
2795,rl,125138,too_close,53,0.2542
2796,rl,125148,too_close,10,0.7349
2797,rl,125173,too_close,25,0.5314
2798,rl,125208,too_close,35,0.3167
2799,rl,125232,too_close,24,0.5376
2800,rl,125253,success,21,0.5905
2801,rl,125282,too_close,29,0.4312
2802,rl,125285,success,3,0.9487
2803,rl,125314,too_close,29,0.4748
2804,rl,125321,success,7,0.8538
2805,rl,125344,success,23,0.5602
2806,rl,125356,success,12,0.7485
2807,rl,125381,too_close,25,0.5314
2808,rl,125384,success,3,0.9487
2809,rl,125432,success,48,0.29
2810,rl,125448,success,16,0.6736
2811,rl,125472,collision,24,-0.1423
2812,rl,125487,success,15,0.6881
2813,rl,125501,success,14,0.71
2814,rl,125526,too_close,25,0.5314
2815,rl,125558,success,32,0.442
2816,rl,125571,success,13,0.729
2817,rl,125588,too_close,17,0.656
2818,rl,125615,too_close,27,0.4966
2819,rl,125642,too_close,27,0.485
2820,rl,125684,too_close,42,0.3339
2821,rl,125723,collision,39,-0.1152
2822,rl,125781,too_close,58,0.2227
2823,rl,125790,too_close,9,0.81
2824,rl,125825,success,35,0.4084
2825,rl,125843,collision,18,-0.173
2826,rl,125853,too_close,10,-0.2572
2827,rl,125861,too_close,8,0.8288
2828,rl,125893,too_close,32,0.4253
2829,rl,125919,success,26,0.5176
2830,rl,125946,too_close,27,0.4718
2831,rl,125958,success,12,0.7485
2832,rl,125967,success,9,0.81
2833,rl,125979,success,12,0.7485
2834,rl,126004,success,25,0.5314
2835,rl,126010,success,6,0.8766
2836,rl,126052,success,42,0.3396
2837,rl,126077,success,25,0.5314
2838,rl,126101,success,24,0.5456
2839,rl,126155,too_close,54,0.241
2840,rl,126172,success,17,0.6561
2841,rl,126192,success,20,0.6063
2842,rl,126214,too_close,22,0.5459
2843,rl,126231,collision,17,-0.1802
2844,rl,126260,success,29,0.4783
2845,rl,126274,too_close,14,0.71
2846,rl,126293,too_close,19,-0.1976
2847,rl,126316,success,23,0.5602
2848,rl,126331,success,15,0.6916
2849,rl,126386,too_close,55,0.2183
2850,rl,126424,collision,38,-0.1317
2851,rl,126456,collision,32,-0.1105
2852,rl,126467,collision,11,-0.2107
2853,rl,126482,success,15,0.6916
2854,rl,126512,too_close,30,0.4088
2855,rl,126534,too_close,22,0.57
2856,rl,126572,too_close,38,0.361
2857,rl,126599,too_close,27,0.4962
2858,rl,126627,too_close,28,0.4911
2859,rl,126658,too_close,31,0.4251
2860,rl,126666,collision,8,-0.2131
2861,rl,126707,too_close,41,0.3472
2862,rl,126730,collision,23,-0.2009
2863,rl,126737,collision,7,-0.2135
2864,rl,126777,too_close,40,0.358
2865,rl,126792,too_close,15,0.6916
2866,rl,126851,too_close,59,0.1973
2867,rl,126877,success,26,0.5176
2868,rl,126910,success,33,0.4305
2869,rl,126977,too_close,67,0.1657
2870,rl,127005,collision,28,-0.129
2871,rl,127056,too_close,51,0.2679
2872,rl,127095,success,39,0.3675
2873,rl,127151,too_close,56,0.2348
2874,rl,127162,too_close,11,0.7304
2875,rl,127191,too_close,29,0.4783
2876,rl,127203,too_close,12,0.7471
2877,rl,127232,too_close,29,0.4783
2878,rl,127268,success,36,0.3978
2879,rl,127294,too_close,26,0.5058
2880,rl,127313,success,19,0.6224
2881,rl,127320,success,7,0.8538
2882,rl,127331,too_close,11,0.7677
2883,rl,127361,success,30,0.4659
2884,rl,127394,too_close,33,0.401
2885,rl,127437,too_close,43,0.3056
2886,rl,127460,too_close,23,0.5475
2887,rl,127490,too_close,30,0.4375
2888,rl,127508,too_close,18,0.6129
2889,rl,127540,success,32,0.442
2890,rl,127557,success,17,0.6561
2891,rl,127617,success,60,0.2114
2892,rl,127640,too_close,23,0.5535
2893,rl,127667,too_close,27,0.5042
2894,rl,127703,too_close,36,0.3924
2895,rl,127709,collision,6,-0.2328
2896,rl,127736,success,27,0.5042
2897,rl,127762,success,26,0.5176
2898,rl,127773,success,11,0.7684
2899,rl,127784,success,11,0.7684
2900,rl,127807,too_close,23,0.533
2901,rl,127818,too_close,11,0.7571
2902,rl,127819,collision,1,-0.25
2903,rl,127858,success,39,0.3675
2904,rl,127903,success,45,0.3138
2905,rl,127945,too_close,42,0.2763
2906,rl,127960,success,15,0.6916
2907,rl,127975,collision,15,-0.1877
2908,rl,128031,success,56,0.2349
2909,rl,128055,too_close,24,0.5078
2910,rl,128077,success,22,0.5751
2911,rl,128137,success,60,0.2114
2912,rl,128161,collision,24,-0.1364
2913,rl,128206,too_close,45,0.3095
2914,rl,128263,too_close,57,0.223
2915,rl,128271,success,8,0.8316
2916,rl,128296,success,25,0.5314
2917,rl,128343,too_close,47,0.2198
2918,rl,128396,too_close,53,0.1431
2919,rl,128421,too_close,25,0.5314
2920,rl,128444,too_close,23,0.5602
2921,rl,128446,success,2,0.974
2922,rl,128462,success,16,0.6736
2923,rl,128468,success,6,0.8766
2924,rl,128517,too_close,49,0.2818
2925,rl,128534,success,17,0.6561
2926,rl,128605,collision,71,-0.0824
2927,rl,128635,success,30,0.4659
2928,rl,128646,success,11,0.7684
2929,rl,128648,collision,2,-0.259
2930,rl,128685,success,37,0.3874
2931,rl,128712,too_close,27,0.5042
2932,rl,128723,too_close,11,0.7684
2933,rl,128732,collision,9,-0.2025
2934,rl,128781,too_close,49,0.2668
2935,rl,128784,success,3,0.9487
2936,rl,128794,too_close,10,0.7862
2937,rl,128807,success,13,0.729
2938,rl,128838,collision,31,-0.1134
2939,rl,128882,too_close,44,0.3222
2940,rl,128921,success,39,0.3675
2941,rl,128970,too_close,49,0.2824
2942,rl,129007,too_close,37,0.3871
2943,rl,129046,too_close,39,0.362
2944,rl,129083,too_close,37,0.3682
2945,rl,129095,too_close,12,0.7267
2946,rl,129117,too_close,22,0.5608
2947,rl,129151,success,34,0.4193
2948,rl,129171,success,20,0.6063
2949,rl,129201,too_close,30,0.4265
2950,rl,129247,collision,46,-0.1059
2951,rl,129268,success,21,0.5905
2952,rl,129290,success,22,0.5751
2953,rl,129309,collision,19,-0.1694
2954,rl,129322,collision,13,-0.2125
2955,rl,129341,too_close,19,0.6224
2956,rl,129364,too_close,23,0.556
2957,rl,129365,collision,1,-0.25
2958,rl,129404,too_close,39,0.3265
2959,rl,129470,too_close,66,0.1495
2960,rl,129507,too_close,37,0.3874
2961,rl,129524,collision,17,-0.164
2962,rl,129529,success,5,0.9
2963,rl,129557,collision,28,-0.13
2964,rl,129566,success,9,0.81
2965,rl,129579,success,13,0.729
2966,rl,129614,too_close,35,0.4047
2967,rl,129673,too_close,59,0.1896
2968,rl,129683,too_close,10,0.7862
2969,rl,129721,too_close,38,0.3659
2970,rl,129757,too_close,36,0.378
2971,rl,129776,too_close,19,0.6022
2972,rl,129788,collision,12,-0.2219
2973,rl,129804,success,16,0.6736
2974,rl,129846,success,42,0.3396
2975,rl,129902,too_close,56,0.2349
2976,rl,129930,too_close,28,0.4734
2977,rl,129944,success,14,0.71
2978,rl,129976,success,32,0.442
2979,rl,130002,too_close,26,0.5176
2980,rl,130024,success,22,0.5751
2981,rl,130049,success,25,0.5314
2982,rl,130085,collision,36,-0.1113
2983,rl,130103,too_close,18,0.556
2984,rl,130132,success,29,0.4783
2985,rl,130147,too_close,15,0.6916
2986,rl,130175,too_close,28,0.4911
2987,rl,130204,success,29,0.4783
2988,rl,130205,collision,1,-0.25
2989,rl,130212,collision,7,-0.2135
2990,rl,130219,success,7,0.8538
2991,rl,130248,success,29,0.4783
2992,rl,130287,success,39,0.3675
2993,rl,130307,too_close,20,0.5678
2994,rl,130345,too_close,38,0.2695
2995,rl,130384,too_close,39,0.35
2996,rl,130439,too_close,55,0.229
2997,rl,130451,success,12,0.7485
2998,rl,130452,collision,1,-0.25
2999,rl,130475,success,23,0.5602
3000,rl,130507,too_close,32,0.4279
3001,rl,130523,success,16,0.6736
3002,rl,130550,too_close,27,0.4721
3003,rl,130567,too_close,17,0.6135
3004,rl,130570,collision,3,-0.2512
3005,rl,130613,success,43,0.3308
3006,rl,130653,too_close,40,0.3466
3007,rl,130711,too_close,58,0.2228
3008,rl,130720,success,9,0.81
3009,rl,130765,too_close,45,0.2713
3010,rl,130792,success,27,0.5042
3011,rl,130852,too_close,60,0.1988
3012,rl,130864,success,12,0.7485
3013,rl,130886,too_close,22,0.562
3014,rl,130917,too_close,31,0.4397
3015,rl,130929,success,12,0.7485
3016,rl,130938,success,9,0.81
3017,rl,130950,success,12,0.7485
3018,rl,130977,success,27,0.5042
3019,rl,131004,success,27,0.5042
3020,rl,131018,too_close,14,0.71
3021,rl,131042,collision,24,-0.1395
3022,rl,131071,success,29,0.4783
3023,rl,131082,too_close,11,0.7608
3024,rl,131127,success,45,0.3138
3025,rl,131189,too_close,62,0.1958
3026,rl,131240,too_close,51,0.2598
3027,rl,131255,too_close,15,0.6912
3028,rl,131296,success,41,0.3487
3029,rl,131321,collision,25,-0.1471
3030,rl,131392,success,71,0.1582
3031,rl,131412,too_close,20,0.6063
3032,rl,131450,too_close,38,0.3773
3033,rl,131457,success,7,0.8538
3034,rl,131461,success,4,0.924
3035,rl,131485,too_close,24,0.5456
3036,rl,131527,too_close,42,0.2992
3037,rl,131555,success,28,0.4911
3038,rl,131582,success,27,0.5042
3039,rl,131601,success,19,0.6224
3040,rl,131618,success,17,0.6561
3041,rl,131645,too_close,27,0.472
3042,rl,131659,too_close,14,0.71
3043,rl,131685,success,26,0.5176
3044,rl,131696,success,11,0.7684
3045,rl,131723,success,27,0.5042
3046,rl,131728,collision,5,-0.2429
3047,rl,131736,success,8,0.8316
3048,rl,131749,success,13,0.729
3049,rl,131775,success,26,0.5176
3050,rl,131789,too_close,14,0.7013
3051,rl,131857,too_close,68,0.1568
3052,rl,131865,collision,8,-0.2121
3053,rl,131874,collision,9,-0.2428
3054,rl,131882,collision,8,-0.2079
3055,rl,131898,success,16,0.6736
3056,rl,131919,too_close,21,0.5905
3057,rl,131940,too_close,21,-0.1656
3058,rl,131958,success,18,0.639
3059,rl,131972,success,14,0.71
3060,rl,131982,success,10,0.7889
3061,rl,131992,success,10,0.7889
3062,rl,132001,success,9,0.81
3063,rl,132037,too_close,36,0.3548
3064,rl,132100,collision,63,-0.0488
3065,rl,132113,success,13,0.729
3066,rl,132143,success,30,0.4659
3067,rl,132150,success,7,0.8538
3068,rl,132164,success,14,0.71
3069,rl,132183,success,19,0.6224
3070,rl,132191,success,8,0.8316
3071,rl,132202,success,11,0.7684
3072,rl,132238,success,36,0.3978
3073,rl,132307,too_close,69,0.1668
3074,rl,132333,too_close,26,0.4959
3075,rl,132341,success,8,0.8316
3076,rl,132348,success,7,0.8538
3077,rl,132376,success,28,0.4911
3078,rl,132377,collision,1,-0.25
3079,rl,132385,collision,8,-0.2079
3080,rl,132422,success,37,0.3874
3081,rl,132426,success,4,0.924
3082,rl,132453,success,27,0.5042
3083,rl,132481,success,28,0.4911
3084,rl,132510,too_close,29,0.4783
3085,rl,132541,too_close,31,0.4281
3086,rl,132560,success,19,0.6224
3087,rl,132634,too_close,74,0.1248
3088,rl,132639,collision,5,-0.225
3089,rl,132641,success,2,0.974
3090,rl,132647,collision,6,-0.3021
3091,rl,132665,too_close,18,0.6237
3092,rl,132689,success,24,0.5456
3093,rl,132710,too_close,21,0.5523
3094,rl,132724,too_close,14,0.71
3095,rl,132749,too_close,25,0.5314
3096,rl,132795,too_close,46,0.2754
3097,rl,132847,too_close,52,0.231
3098,rl,132864,success,17,0.6561
3099,rl,132915,too_close,51,0.2674
3100,rl,132953,too_close,38,0.3773
3101,rl,132963,success,10,0.7889
3102,rl,132972,success,9,0.81
3103,rl,132993,too_close,21,0.5905
3104,rl,133000,collision,7,-0.2287
3105,rl,133023,success,23,0.5602
3106,rl,133035,too_close,12,0.7485
3107,rl,133071,success,36,0.3978
3108,rl,133099,too_close,28,0.4728
3109,rl,133111,success,12,0.7485
3110,rl,133189,too_close,78,0.1316
3111,rl,133200,success,11,0.7684
3112,rl,133213,success,13,0.729
3113,rl,133261,too_close,48,0.2429
3114,rl,133291,too_close,30,0.4659
3115,rl,133316,success,25,0.5314
3116,rl,133317,collision,1,-0.25
3117,rl,133354,success,37,0.3874
3118,rl,133386,success,32,0.442
3119,rl,133410,success,24,0.5456
3120,rl,133425,success,15,0.6916
3121,rl,133463,collision,38,-0.0943
3122,rl,133487,too_close,24,0.5358
3123,rl,133512,too_close,25,0.5183
3124,rl,133522,success,10,0.7889
3125,rl,133528,success,6,0.8766
3126,rl,133543,collision,15,-0.1872
3127,rl,133573,too_close,30,0.451
3128,rl,133600,too_close,27,0.5042
3129,rl,133609,too_close,9,0.81
3130,rl,133650,too_close,41,0.3307
3131,rl,133681,too_close,31,0.4073
3132,rl,133701,too_close,20,0.6009
3133,rl,133720,success,19,0.6224
3134,rl,133755,success,35,0.4084
3135,rl,133781,too_close,26,0.4892
3136,rl,133812,too_close,31,0.4104
3137,rl,133828,success,16,0.6736
3138,rl,133844,success,16,0.6736
3139,rl,133885,too_close,41,0.3019
3140,rl,133933,too_close,48,0.285
3141,rl,133958,success,25,0.5314
3142,rl,133983,success,25,0.5314
3143,rl,134002,collision,19,-0.167
3144,rl,134010,success,8,0.8316
3145,rl,134029,success,19,0.6224
3146,rl,134032,success,3,0.9487
3147,rl,134041,success,9,0.81
3148,rl,134048,collision,7,-0.2135
3149,rl,134063,success,15,0.6916
3150,rl,134074,success,11,0.7684
3151,rl,134101,success,27,0.5042
3152,rl,134132,success,31,0.4538
3153,rl,134145,success,13,0.729
3154,rl,134159,success,14,0.71
3155,rl,134175,success,16,0.6736
3156,rl,134197,too_close,22,0.5751
3157,rl,134235,too_close,38,0.3584
3158,rl,134256,success,21,0.5905
3159,rl,134267,success,11,0.7684
3160,rl,134337,too_close,70,0.1532
3161,rl,134344,success,7,0.8538
3162,rl,134376,too_close,32,0.4203
3163,rl,134402,success,26,0.5176
3164,rl,134415,success,13,0.729
3165,rl,134450,too_close,35,0.3905
3166,rl,134477,too_close,27,0.4449
3167,rl,134501,success,24,0.5456
3168,rl,134535,too_close,34,0.394
3169,rl,134590,too_close,55,0.2411
3170,rl,134627,too_close,37,0.3741
3171,rl,134640,success,13,0.729
3172,rl,134660,too_close,20,0.5937
3173,rl,134680,too_close,20,0.5853
3174,rl,134778,too_close,98,0.0622
