episode,phase,total_steps,outcome,length,discounted_return
1077,rl,83217,too_close,20,0.594
1078,rl,83224,success,7,0.8538
1079,rl,83252,success,28,0.4911
1080,rl,83284,too_close,32,0.3627
1081,rl,83327,success,43,0.3308
1082,rl,83336,success,9,0.81
1083,rl,83346,too_close,10,0.7
1084,rl,83366,too_close,20,0.577
1085,rl,83382,too_close,16,0.6132
1086,rl,83392,success,10,0.7889
1087,rl,83423,collision,31,-0.1631
1088,rl,83439,collision,16,-0.1684
1089,rl,83461,success,22,0.5751
1090,rl,83517,too_close,56,0.2323
1091,rl,83539,success,22,0.5751
1092,rl,83556,success,17,0.6561
1093,rl,83604,success,48,0.29
1094,rl,83632,collision,28,-0.1486
1095,rl,83645,success,13,0.729
1096,rl,83674,success,29,0.4783
1097,rl,83751,too_close,77,0.1344
1098,rl,83782,collision,31,-0.1134
1099,rl,83788,success,6,0.8766
1100,rl,83818,too_close,30,0.4613
1101,rl,83824,success,6,0.8766
1102,rl,83855,too_close,31,0.4538
1103,rl,83891,collision,36,-0.1469
1104,rl,83899,success,8,0.8316
1105,rl,83916,success,17,0.6561
1106,rl,83931,success,15,0.6916
1107,rl,83964,collision,33,-0.1198
1108,rl,83976,collision,12,-0.2059
1109,rl,83996,too_close,20,0.6063
1110,rl,84006,success,10,0.7889
1111,rl,84033,success,27,0.5042
1112,rl,84049,success,16,0.6736
1113,rl,84072,success,23,0.5602
1114,rl,84110,too_close,38,0.3773
1115,rl,84134,too_close,24,0.5212
1116,rl,84159,success,25,0.5314
1117,rl,84168,success,9,0.81
1118,rl,84197,success,29,0.4783
1119,rl,84220,success,23,0.5602
1120,rl,84266,too_close,46,0.2815
1121,rl,84328,too_close,62,0.1629
1122,rl,84355,success,27,0.5042
1123,rl,84426,collision,71,-0.0415
1124,rl,84449,success,23,0.5602
1125,rl,84453,collision,4,-0.231
1126,rl,84484,too_close,31,0.4278
1127,rl,84505,success,21,0.5905
1128,rl,84522,collision,17,-0.164
1129,rl,84550,too_close,28,0.4273
1130,rl,84650,timeout,100,-0.0079
1131,rl,84693,too_close,43,0.3308
1132,rl,84723,collision,30,-0.1653
1133,rl,84748,success,25,0.5314
1134,rl,84758,success,10,0.7889
1135,rl,84765,success,7,0.8538
1136,rl,84792,too_close,27,-0.1351
1137,rl,84824,too_close,32,0.4267
1138,rl,84828,collision,4,-0.231
1139,rl,84839,too_close,11,0.7348
1140,rl,84855,too_close,16,0.6599
1141,rl,84869,collision,14,-0.2398
1142,rl,84896,too_close,27,0.4929
1143,rl,84910,success,14,0.71
1144,rl,84937,success,27,0.5042
1145,rl,84951,success,14,0.71
1146,rl,84980,success,29,0.4783
1147,rl,85013,too_close,33,0.2222
1148,rl,85028,success,15,0.6916
1149,rl,85040,success,12,0.7485
1150,rl,85060,collision,20,-0.1516
1151,rl,85079,success,19,0.6224
1152,rl,85101,success,22,0.5751
1153,rl,85135,success,34,0.4193
1154,rl,85144,collision,9,-0.2025
1155,rl,85161,too_close,17,0.6159
1156,rl,85250,too_close,89,0.0869
1157,rl,85290,success,40,0.358
1158,rl,85311,success,21,0.5905
1159,rl,85316,collision,5,-0.2384
1160,rl,85370,too_close,54,0.2163
1161,rl,85380,collision,10,-0.1999
1162,rl,85391,collision,11,-0.1921
1163,rl,85440,too_close,49,0.2824
1164,rl,85443,success,3,0.9487
1165,rl,85453,too_close,10,0.7879
1166,rl,85495,too_close,42,0.3396
1167,rl,85557,too_close,62,0.2004
1168,rl,85567,success,10,0.7889
1169,rl,85586,too_close,19,0.6061
1170,rl,85643,collision,57,-0.1055
1171,rl,85648,success,5,0.9
1172,rl,85658,too_close,10,0.7829
1173,rl,85661,success,3,0.9487
1174,rl,85678,success,17,0.6561
1175,rl,85717,too_close,39,0.3333
1176,rl,85733,too_close,16,0.6399
1177,rl,85749,success,16,0.6736
1178,rl,85757,success,8,0.8316
1179,rl,85791,success,34,0.4193
1180,rl,85804,success,13,0.729
1181,rl,85874,collision,70,-0.106
1182,rl,85883,success,9,0.81
1183,rl,85913,too_close,30,0.4392
1184,rl,85942,too_close,29,0.4331
1185,rl,85959,success,17,0.6561
1186,rl,85972,too_close,13,0.729
1187,rl,86006,success,34,0.4193
1188,rl,86024,success,18,0.639
1189,rl,86075,too_close,51,0.2419
1190,rl,86123,too_close,48,0.2659
1191,rl,86144,too_close,21,0.5905
1192,rl,86164,success,20,0.6063
1193,rl,86182,collision,18,-0.1598
1194,rl,86184,collision,2,-0.2659
1195,rl,86213,success,29,0.4783
1196,rl,86244,too_close,31,0.4172
1197,rl,86267,success,23,0.5602
1198,rl,86286,success,19,0.6224
1199,rl,86302,too_close,16,0.6379
1200,rl,86367,too_close,65,0.1853
1201,rl,86403,success,36,0.3978
1202,rl,86408,success,5,0.9
1203,rl,86416,collision,8,-0.2094
1204,rl,86448,too_close,32,0.3758
1205,rl,86464,too_close,16,0.6696
1206,rl,86489,collision,25,-0.1329
1207,rl,86509,success,20,0.6063
1208,rl,86540,too_close,31,0.4225
1209,rl,86596,too_close,56,0.2349
1210,rl,86631,success,35,0.4084
1211,rl,86653,success,22,0.5751
1212,rl,86703,too_close,50,0.2751
1213,rl,86713,collision,10,-0.1972
1214,rl,86749,success,36,0.3978
1215,rl,86766,too_close,17,0.6522
1216,rl,86781,success,15,0.6916
1217,rl,86792,success,11,0.7684
1218,rl,86829,too_close,37,0.3874
1219,rl,86868,too_close,39,0.3653
1220,rl,86890,success,22,0.5751
1221,rl,86902,too_close,12,0.7072
1222,rl,86908,collision,6,-0.2192
1223,rl,86947,too_close,39,0.3528
1224,rl,86978,too_close,31,0.4249
1225,rl,87071,too_close,93,0.084
1226,rl,87081,success,10,0.7889
1227,rl,87097,success,16,0.6736
1228,rl,87117,success,20,0.6063
1229,rl,87122,collision,5,-0.2332
1230,rl,87156,success,34,0.4193
1231,rl,87179,success,23,0.5602
1232,rl,87221,too_close,42,0.3183
1233,rl,87249,too_close,28,0.4638
1234,rl,87276,collision,27,-0.126
1235,rl,87305,too_close,29,0.4699
1236,rl,87330,success,25,0.5314
1237,rl,87377,success,47,0.2977
1238,rl,87402,too_close,25,0.499
1239,rl,87417,success,15,0.6916
1240,rl,87423,collision,6,-0.2265
1241,rl,87439,success,16,0.6736
1242,rl,87441,collision,2,-0.2549
1243,rl,87497,too_close,56,0.2132
1244,rl,87507,too_close,10,0.7889
1245,rl,87522,success,15,0.6916
1246,rl,87613,too_close,91,0.0934
1247,rl,87625,success,12,0.7485
1248,rl,87664,success,39,0.3675
1249,rl,87683,success,19,0.6224
1250,rl,87688,success,5,0.9
1251,rl,87709,too_close,21,0.5594
1252,rl,87744,too_close,35,0.4066
1253,rl,87752,success,8,0.8316
1254,rl,87758,success,6,0.8766
1255,rl,87778,collision,20,-0.1516
1256,rl,87826,success,48,0.29
1257,rl,87833,success,7,0.8538
1258,rl,87846,too_close,13,0.6567
1259,rl,87847,collision,1,-0.25
1260,rl,87875,too_close,28,0.4363
1261,rl,87907,too_close,32,0.4116
1262,rl,87934,success,27,0.5042
1263,rl,87967,success,33,0.4305
1264,rl,87978,success,11,0.7684
1265,rl,88012,too_close,34,0.3873
1266,rl,88027,success,15,0.6916
1267,rl,88046,collision,19,-0.1556
1268,rl,88064,success,18,0.639
1269,rl,88091,too_close,27,-0.1465
1270,rl,88183,too_close,92,0.0773
1271,rl,88189,success,6,0.8766
1272,rl,88203,success,14,0.71
1273,rl,88268,success,65,0.1853
1274,rl,88279,collision,11,-0.1921
1275,rl,88302,too_close,23,0.5602
1276,rl,88357,too_close,55,0.2411
1277,rl,88364,success,7,0.8538
1278,rl,88390,success,26,0.5176
1279,rl,88400,success,10,0.7889
1280,rl,88428,too_close,28,0.4879
1281,rl,88455,too_close,27,0.4418
1282,rl,88477,success,22,0.5751
1283,rl,88485,collision,8,-0.2079
1284,rl,88498,success,13,0.729
1285,rl,88529,success,31,0.4538
1286,rl,88545,too_close,16,0.6736
1287,rl,88561,success,16,0.6736
1288,rl,88573,collision,12,-0.2005
1289,rl,88598,collision,25,-0.1329
1290,rl,88611,success,13,0.729
1291,rl,88660,too_close,49,0.2235
1292,rl,88692,too_close,32,0.4349
1293,rl,88724,too_close,32,0.4126
1294,rl,88749,collision,25,-0.1385
1295,rl,88769,success,20,0.6063
1296,rl,88790,too_close,21,0.5905
1297,rl,88803,collision,13,-0.1823
1298,rl,88825,success,22,0.5751
1299,rl,88842,too_close,17,0.6321
1300,rl,88866,too_close,24,0.5456
1301,rl,88906,too_close,40,0.311
1302,rl,88954,success,48,0.29
1303,rl,88965,too_close,11,0.7684
1304,rl,88990,success,25,0.5314
1305,rl,89032,too_close,42,0.3305
1306,rl,89045,too_close,13,0.7134
1307,rl,89054,collision,9,-0.2025
1308,rl,89063,success,9,0.81
1309,rl,89100,too_close,37,0.3859
1310,rl,89102,collision,2,-0.2558
1311,rl,89123,too_close,21,0.5898
1312,rl,89149,success,26,0.5176
1313,rl,89158,success,9,0.81
1314,rl,89167,success,9,0.81
1315,rl,89195,success,28,0.4911
1316,rl,89219,success,24,0.5456
1317,rl,89246,too_close,27,0.5042
1318,rl,89250,success,4,0.924
1319,rl,89279,too_close,29,0.4512
1320,rl,89301,success,22,0.5751
1321,rl,89327,success,26,0.5176
1322,rl,89334,collision,7,-0.2153
1323,rl,89349,success,15,0.6916
1324,rl,89372,too_close,23,0.5597
1325,rl,89380,success,8,0.8316
1326,rl,89398,too_close,18,0.5871
1327,rl,89410,success,12,0.7485
1328,rl,89419,success,9,0.81
1329,rl,89479,success,60,0.2114
1330,rl,89499,success,20,0.6063
1331,rl,89522,collision,23,-0.1512
1332,rl,89557,too_close,35,0.3962
1333,rl,89569,success,12,0.7485
1334,rl,89582,success,13,0.729
1335,rl,89586,collision,4,-0.2799
1336,rl,89613,too_close,27,0.4881
1337,rl,89637,success,24,0.5456
1338,rl,89644,success,7,0.8538
1339,rl,89661,collision,17,-0.2947
1340,rl,89666,success,5,0.9
1341,rl,89704,collision,38,-0.0943
1342,rl,89709,success,5,0.9
1343,rl,89722,success,13,0.729
1344,rl,89749,too_close,27,0.501
1345,rl,89784,collision,35,-0.1021
1346,rl,89810,success,26,0.5176
1347,rl,89846,success,36,0.3978
1348,rl,89852,success,6,0.8766
1349,rl,89865,success,13,0.729
1350,rl,89907,too_close,42,0.3152
1351,rl,89920,collision,13,-0.1847
1352,rl,89931,collision,11,-0.1921
1353,rl,89950,success,19,0.6204
1354,rl,89957,success,7,0.8538
1355,rl,89977,success,20,0.6063
1356,rl,90024,too_close,47,0.296
1357,rl,90026,collision,2,-0.2638
1358,rl,90056,too_close,30,0.4659
1359,rl,90073,too_close,17,0.6046
1360,rl,90078,collision,5,-0.225
1361,rl,90117,too_close,39,0.34
1362,rl,90145,success,28,0.4911
1363,rl,90161,collision,16,-0.1684
1364,rl,90190,collision,29,-0.1869
1365,rl,90198,success,8,0.8316
1366,rl,90244,too_close,46,0.3057
1367,rl,90276,collision,32,-0.1107
1368,rl,90310,success,34,0.4193
1369,rl,90362,success,52,0.261
1370,rl,90406,too_close,44,0.3061
1371,rl,90437,success,31,0.4538
1372,rl,90460,too_close,23,0.5237
1373,rl,90482,collision,22,-0.1438
1374,rl,90504,success,22,0.5751
1375,rl,90513,collision,9,-0.2025
1376,rl,90549,too_close,36,0.3978
1377,rl,90571,success,22,0.5751
1378,rl,90573,success,2,0.974
1379,rl,90600,too_close,27,0.5016
1380,rl,90608,collision,8,-0.2079
1381,rl,90625,collision,17,-0.164
1382,rl,90645,too_close,20,0.6063
1383,rl,90657,collision,12,-0.1871
1384,rl,90680,too_close,23,0.5162
1385,rl,90691,too_close,11,0.7477
1386,rl,90697,success,6,0.8766
1387,rl,90709,too_close,12,0.7318
1388,rl,90712,collision,3,-0.2777
1389,rl,90722,success,10,0.7889
1390,rl,90760,success,38,0.3773
1391,rl,90799,too_close,39,0.3382
1392,rl,90809,too_close,10,0.7889
1393,rl,90884,too_close,75,0.1313
1394,rl,90888,success,4,0.924
1395,rl,90899,success,11,0.7684
1396,rl,90962,too_close,63,0.1649
1397,rl,90984,success,22,0.5751
1398,rl,90995,success,11,0.7684
1399,rl,91028,too_close,33,0.4094
1400,rl,91070,collision,42,-0.1009
1401,rl,91094,too_close,24,0.4865
1402,rl,91113,success,19,0.6224
1403,rl,91181,collision,68,-0.0715
1404,rl,91186,success,5,0.9
1405,rl,91200,too_close,14,0.698
1406,rl,91211,success,11,0.7684
1407,rl,91284,too_close,73,0.1362
1408,rl,91308,too_close,24,0.5128
1409,rl,91371,too_close,63,0.1871
1410,rl,91396,too_close,25,0.4806
1411,rl,91418,collision,22,-0.158
1412,rl,91428,collision,10,-0.1972
1413,rl,91438,too_close,10,0.7855
1414,rl,91459,too_close,21,0.5905
1415,rl,91507,success,48,0.29
1416,rl,91520,collision,13,-0.2023
1417,rl,91541,success,21,0.5905
1418,rl,91608,too_close,67,0.1615
1419,rl,91624,success,16,0.6736
1420,rl,91638,success,14,0.71
1421,rl,91658,collision,20,-0.1535
1422,rl,91675,collision,17,-0.1737
1423,rl,91720,collision,45,-0.0858
1424,rl,91731,collision,11,-0.1921
1425,rl,91735,too_close,4,0.8878
1426,rl,91797,too_close,62,0.2005
1427,rl,91820,too_close,23,0.5602
1428,rl,91826,collision,6,-0.239
1429,rl,91837,too_close,11,0.7684
1430,rl,91848,success,11,0.7684
1431,rl,91855,collision,7,-0.231
1432,rl,91913,too_close,58,0.2178
1433,rl,91915,collision,2,-0.2633
1434,rl,91939,success,24,0.5456
1435,rl,91951,success,12,0.7485
1436,rl,91974,collision,23,-0.14
1437,rl,91983,too_close,9,0.7193
1438,rl,91991,success,8,0.8316
1439,rl,91998,collision,7,-0.2377
1440,rl,92045,success,47,0.2977
1441,rl,92066,success,21,0.5905
1442,rl,92109,too_close,43,0.3218
1443,rl,92129,success,20,0.6063
1444,rl,92159,too_close,30,0.4658
1445,rl,92164,success,5,0.9
1446,rl,92182,success,18,0.639
1447,rl,92223,too_close,41,0.3281
1448,rl,92255,success,32,0.442
1449,rl,92285,success,30,0.4659
1450,rl,92306,too_close,21,0.5756
1451,rl,92323,too_close,17,0.6482
1452,rl,92368,success,45,0.3138
1453,rl,92374,collision,6,-0.268
1454,rl,92419,too_close,45,0.2821
1455,rl,92473,too_close,54,0.2367
1456,rl,92480,too_close,7,0.8292
1457,rl,92513,too_close,33,0.3614
1458,rl,92519,success,6,0.8766
1459,rl,92532,collision,13,-0.2788
1460,rl,92555,too_close,23,0.5245
1461,rl,92571,success,16,0.6736
1462,rl,92578,success,7,0.8538
1463,rl,92594,too_close,16,0.6736
1464,rl,92622,too_close,28,0.4911
1465,rl,92690,success,68,0.1712
1466,rl,92698,success,8,0.8316
1467,rl,92732,success,34,0.4193
1468,rl,92743,collision,11,-0.1921
1469,rl,92753,success,10,0.7889
1470,rl,92787,too_close,34,0.4092
1471,rl,92811,success,24,0.5456
1472,rl,92837,success,26,0.5176
1473,rl,92856,success,19,0.6224
1474,rl,92879,too_close,23,0.4969
1475,rl,92928,collision,49,-0.0706
1476,rl,92936,collision,8,-0.267
1477,rl,92954,collision,18,-0.162
1478,rl,92975,too_close,21,0.5905
1479,rl,92981,success,6,0.8766
1480,rl,93069,too_close,88,0.1011
1481,rl,93077,too_close,8,0.8316
1482,rl,93092,success,15,0.6916
1483,rl,93118,too_close,26,0.4915
1484,rl,93147,success,29,0.4783
1485,rl,93164,success,17,0.6561
1486,rl,93184,too_close,20,0.504
1487,rl,93205,success,21,0.5905
1488,rl,93210,success,5,0.9
1489,rl,93228,too_close,18,0.5695
1490,rl,93241,collision,13,-0.1946
1491,rl,93268,too_close,27,0.4968
1492,rl,93283,success,15,0.6916
1493,rl,93299,success,16,0.6736
1494,rl,93332,too_close,33,0.4076
1495,rl,93360,success,28,0.4911
1496,rl,93367,too_close,7,0.8538
1497,rl,93379,too_close,12,0.7429
1498,rl,93392,success,13,0.729
1499,rl,93397,collision,5,-0.2765
1500,rl,93405,collision,8,-0.2232
1501,rl,93418,success,13,0.729
1502,rl,93434,collision,16,-0.1684
1503,rl,93465,too_close,31,0.4305
1504,rl,93477,too_close,12,0.7064
1505,rl,93521,success,44,0.3222
1506,rl,93554,too_close,33,0.4196
1507,rl,93597,too_close,43,0.3308
1508,rl,93613,too_close,16,0.6682
1509,rl,93665,too_close,52,0.2254
1510,rl,93716,too_close,51,0.2587
1511,rl,93745,success,29,0.4783
1512,rl,93784,too_close,39,0.3628
1513,rl,93804,collision,20,-0.1831
1514,rl,93821,too_close,17,0.6561
1515,rl,93878,too_close,57,0.2276
1516,rl,93907,collision,29,-0.239
1517,rl,93931,too_close,24,0.5389
1518,rl,93938,success,7,0.8538
1519,rl,93979,collision,41,-0.123
1520,rl,94004,too_close,25,0.5314
1521,rl,94035,success,31,0.4538
1522,rl,94049,success,14,0.71
1523,rl,94069,too_close,20,0.5959
1524,rl,94094,too_close,25,0.5228
1525,rl,94128,too_close,34,0.4114
1526,rl,94152,too_close,24,0.5456
1527,rl,94181,too_close,29,0.4773
1528,rl,94192,success,11,0.7684
1529,rl,94233,success,41,0.3487
1530,rl,94250,too_close,17,0.6252
1531,rl,94256,too_close,6,0.816
1532,rl,94282,too_close,26,0.4708
1533,rl,94296,success,14,0.71
1534,rl,94314,too_close,18,0.639
1535,rl,94346,collision,32,-0.1105
1536,rl,94371,too_close,25,0.5055
1537,rl,94388,success,17,0.6561
1538,rl,94418,success,30,0.4659
1539,rl,94431,success,13,0.729
1540,rl,94452,too_close,21,0.5897
1541,rl,94465,success,13,0.729
1542,rl,94473,collision,8,-0.2272
1543,rl,94482,success,9,0.81
1544,rl,94499,success,17,0.6561
1545,rl,94522,too_close,23,0.5602
1546,rl,94532,success,10,0.7889
1547,rl,94543,success,11,0.7684
1548,rl,94580,too_close,37,0.3694
1549,rl,94588,success,8,0.8316
1550,rl,94601,success,13,0.729
1551,rl,94653,collision,52,-0.0807
1552,rl,94667,collision,14,-0.1775
1553,rl,94686,collision,19,-0.1556
1554,rl,94690,collision,4,-0.2503
1555,rl,94694,too_close,4,0.924
1556,rl,94709,success,15,0.6916
1557,rl,94723,too_close,14,0.7088
1558,rl,94731,success,8,0.8316
1559,rl,94764,too_close,33,0.3972
1560,rl,94787,collision,23,-0.164
1561,rl,94797,success,10,0.7889
1562,rl,94820,too_close,23,0.492
1563,rl,94835,too_close,15,0.6797
1564,rl,94842,collision,7,-0.2135
1565,rl,94874,success,32,0.442
1566,rl,94932,success,58,0.2228
1567,rl,94945,success,13,0.729
1568,rl,94975,too_close,30,0.4308
1569,rl,94980,collision,5,-0.225
1570,rl,94997,success,17,0.6561
1571,rl,95013,too_close,16,0.6736
1572,rl,95036,success,23,0.5602
1573,rl,95039,collision,3,-0.2372
1574,rl,95046,collision,7,-0.2135
1575,rl,95077,success,31,0.4538
1576,rl,95106,success,29,0.4783
1577,rl,95130,too_close,24,0.5123
1578,rl,95147,success,17,0.6561
1579,rl,95176,collision,29,-0.1733
1580,rl,95216,too_close,40,0.3142
1581,rl,95245,collision,29,-0.1398
1582,rl,95272,too_close,27,0.5011
1583,rl,95309,too_close,37,0.3874
1584,rl,95338,success,29,0.4783
1585,rl,95352,success,14,0.71
1586,rl,95378,too_close,26,0.5113
1587,rl,95389,success,11,0.7684
1588,rl,95400,success,11,0.7684
1589,rl,95420,collision,20,-0.1516
1590,rl,95436,success,16,0.6736
1591,rl,95450,success,14,0.71
1592,rl,95461,success,11,0.7684
1593,rl,95511,too_close,50,0.2435
1594,rl,95515,success,4,0.924
1595,rl,95552,too_close,37,0.3833
1596,rl,95555,success,3,0.9487
1597,rl,95626,too_close,71,0.135
1598,rl,95650,success,24,0.5456
1599,rl,95718,success,68,0.1712
1600,rl,95756,too_close,38,0.353
1601,rl,95826,too_close,70,0.1609
1602,rl,95845,success,19,0.6224
1603,rl,95871,success,26,0.5176
1604,rl,95915,success,44,0.3222
1605,rl,95935,success,20,0.6063
1606,rl,95968,too_close,33,0.4036
1607,rl,95972,success,4,0.924
1608,rl,96032,success,60,0.2114
1609,rl,96060,success,28,0.4911
1610,rl,96095,success,35,0.4084
1611,rl,96108,success,13,0.729
1612,rl,96120,success,12,0.7485
1613,rl,96164,too_close,44,0.321
1614,rl,96181,success,17,0.6561
1615,rl,96206,success,25,0.5314
1616,rl,96276,too_close,70,0.1624
1617,rl,96301,too_close,25,0.5306
1618,rl,96337,too_close,36,0.3978
1619,rl,96347,too_close,10,0.7889
1620,rl,96364,success,17,0.6561
1621,rl,96400,too_close,36,0.3962
1622,rl,96402,success,2,0.974
1623,rl,96407,too_close,5,-0.2385
1624,rl,96411,success,4,0.924
1625,rl,96441,success,30,0.4527
1626,rl,96465,success,24,0.5456
1627,rl,96489,collision,24,-0.1427
1628,rl,96526,too_close,37,0.3507
1629,rl,96559,collision,33,-0.1228
1630,rl,96577,success,18,0.639
1631,rl,96613,too_close,36,0.3978
1632,rl,96636,success,23,0.5602
1633,rl,96647,success,11,0.7684
1634,rl,96715,success,68,0.1712
1635,rl,96726,success,11,0.7684
1636,rl,96746,too_close,20,0.6063
1637,rl,96771,too_close,25,0.5101
1638,rl,96819,success,48,0.29
1639,rl,96919,timeout,100,-0.0587
1640,rl,96944,success,25,0.5314
1641,rl,96958,success,14,0.71
1642,rl,96961,collision,3,-0.2578
1643,rl,96980,too_close,19,0.6224
1644,rl,96999,success,19,0.6224
1645,rl,97007,success,8,0.8316
1646,rl,97030,too_close,23,0.5602
1647,rl,97041,collision,11,-0.2115
1648,rl,97042,collision,1,-0.25
1649,rl,97091,too_close,49,0.2762
1650,rl,97111,too_close,20,0.6039
1651,rl,97132,too_close,21,0.5607
1652,rl,97169,success,37,0.3874
